"Mesodinium rubrum";"Mesodinium";"Code.Region";"Code_point_Libelle";"Year";"Month";"Date";"Heure";"Code.parametre";"ID.interne.passage";"Day";"Mesodinium_genus";"log_c";"true_count"
0;0;23;"Teychan bis";2020;6;2020-06-15;"14:37:00";"FLORTOT";60751954;167;0;0;0
800;0;23;"Teychan bis";2020;6;2020-06-29;"13:24:00";"FLORTOT";60755467;181;800;2,90363251608424;8
400;0;23;"Teychan bis";2020;7;2020-07-15;"14:54:00";"FLORTOT";60755468;197;400;2,60314437262018;4
0;0;23;"Teychan bis";2020;7;2020-07-30;"15:20:00";"FLORTOT";60755471;212;0;0;0
0;0;23;"Teychan bis";2020;8;2020-08-14;"14:53:00";"FLORTOT";60755473;227;0;0;0
400;0;23;"Teychan bis";2020;8;2020-08-27;"13:41:00";"FLORTOT";60756206;240;400;2,60314437262018;4
0;0;23;"Teychan bis";2020;9;2020-09-10;"11:16:00";"FLORTOT";60756674;254;0;0;0
0;0;23;"Teychan bis";2020;9;2020-09-24;"11:45:00";"FLORTOT";60758429;268;0;0;0
1400;0;23;"Teychan bis";2020;10;2020-10-08;"10:01:00";"FLORTOT";60761571;282;1400;3,14643813528577;14
0;0;23;"Teychan bis";2020;10;2020-10-23;"11:32:00";"FLORTOT";60761570;297;0;0;0
0;0;23;"Teychan bis";2020;11;2020-11-09;"11:52:00";"FLORTOT";60761569;314;0;0;0
0;0;23;"Teychan bis";2020;11;2020-11-23;"12:44:00";"FLORTOT";60761719;328;0;0;0
0;0;23;"Teychan bis";2020;12;2020-12-07;"10:40:00";"FLORTOT";60763066;342;0;0;0
0;0;23;"Teychan bis";2020;12;2020-12-22;"11:27:00";"FLORTOT";60764066;357;0;0;0
0;0;23;"Teychan bis";2021;1;2021-01-07;"12:24:00";"FLORTOT";60765583;7;0;0;0
0;0;23;"Teychan bis";2021;1;2021-01-21;"10:00:00";"FLORTOT";60769229;21;0;0;0
0;0;23;"Teychan bis";2021;2;2021-02-05;"11:35:00";"FLORTOT";60768754;36;0;0;0
0;0;23;"Teychan bis";2021;2;2021-02-19;"10:32:00";"FLORTOT";60771936;50;0;0;0
0;0;23;"Teychan bis";2021;3;2021-03-08;"14:20:00";"FLORTOT";60771935;67;0;0;0
0;0;23;"Teychan bis";2021;3;2021-03-22;"12:00:00";"FLORTOT";60772401;81;0;0;0
0;0;23;"Teychan bis";2021;4;2021-04-06;"15:15:00";"FLORTOT";60775398;96;0;0;0
0;0;23;"Teychan bis";2021;4;2021-04-20;"12:20:00";"FLORTOT";60775911;110;0;0;0
0;0;23;"Teychan bis";2021;5;2021-05-04;"13:20:00";"FLORTOT";60777428;124;0;0;0
0;0;23;"Teychan bis";2021;5;2021-05-20;"13:13:00";"FLORTOT";60777946;140;0;0;0
0;0;23;"Teychan bis";2021;6;2021-06-03;"13:57:00";"FLORTOT";60778711;154;0;0;0
0;0;23;"Teychan bis";2021;6;2021-06-17;"11:35:00";"FLORTOT";60781073;168;0;0;0
2000;0;23;"Teychan bis";2021;7;2021-07-02;"12:52:00";"FLORTOT";60781162;183;2000;3,30124708863621;20
6400;800;23;"Teychan bis";2021;7;2021-07-19;"14:19:00";"FLORTOT";60782901;200;7200;3,8573928109209;72
2000;0;23;"Teychan bis";2021;8;2021-08-02;"13:46:00";"FLORTOT";60783938;214;2000;3,30124708863621;20
0;0;23;"Teychan bis";2021;8;2021-08-16;"12:51:00";"FLORTOT";60785053;228;0;0;0
0;0;23;"Teychan bis";2021;8;2021-08-30;"11:25:00";"FLORTOT";60786223;242;0;0;0
0;0;23;"Teychan bis";2021;9;2021-09-14;"12:08:00";"FLORTOT";60787143;257;0;0;0
0;0;23;"Teychan bis";2021;9;2021-09-28;"10:48:00";"FLORTOT";60790030;271;0;0;0
0;0;23;"Teychan bis";2021;10;2021-10-14;"13:35:00";"FLORTOT";60790028;287;0;0;0
0;0;23;"Teychan bis";2021;10;2021-10-28;"11:24:00";"FLORTOT";60790522;301;0;0;0
0;0;23;"Teychan bis";2021;11;2021-11-15;"15:27:00";"FLORTOT";60790525;319;0;0;0
0;0;23;"Teychan bis";2021;11;2021-11-29;"13:31:00";"FLORTOT";60791274;333;0;0;0
0;0;23;"Teychan bis";2021;12;2021-12-14;"14:42:00";"FLORTOT";60792618;348;0;0;0
0;0;23;"Teychan bis";2021;12;2021-12-30;"14:40:00";"FLORTOT";60793373;364;0;0;0
0;0;23;"Teychan bis";2022;1;2022-01-11;"12:51:00";"FLORTOT";60794137;11;0;0;0
0;0;23;"Teychan bis";2022;2;2022-02-10;"13:01:00";"FLORTOT";60795755;41;0;0;0
2400;0;23;"Teychan bis";2022;3;2022-03-10;"10:49:00";"FLORTOT";60798822;69;2400;3,38039216005703;24
0;0;23;"Teychan bis";2022;3;2022-03-25;"11:08:00";"FLORTOT";60799331;84;0;0;0
0;0;23;"Teychan bis";2022;4;2022-04-11;"15:43:00";"FLORTOT";60800028;101;0;0;0
0;0;23;"Teychan bis";2022;4;2022-04-25;"15:25:00";"FLORTOT";60800565;115;0;0;0
0;0;23;"Teychan bis";2022;5;2022-05-09;"13:01:00";"FLORTOT";60801455;129;0;0;0
0;0;23;"Teychan bis";2022;5;2022-05-23;"13:25:00";"FLORTOT";60805348;143;0;0;0
0;0;23;"Teychan bis";2022;6;2022-06-07;"12:21:00";"FLORTOT";60804097;158;0;0;0
0;0;23;"Teychan bis";2022;6;2022-06-23;"14:33:00";"FLORTOT";60805767;174;0;0;0
0;0;23;"Teychan bis";2022;7;2022-07-05;"10:40:00";"FLORTOT";60806028;186;0;0;0
0;0;23;"Teychan bis";2022;7;2022-07-22;"13:43:00";"FLORTOT";60807366;203;0;0;0
0;0;23;"Teychan bis";2022;8;2022-08-05;"11:53:00";"FLORTOT";60808580;217;0;0;0
0;0;23;"Teychan bis";2022;8;2022-08-22;"15:30:00";"FLORTOT";60809538;234;0;0;0
0;0;23;"Teychan bis";2022;9;2022-09-05;"13:25:00";"FLORTOT";60810176;248;0;0;0
0;0;23;"Teychan bis";2022;9;2022-09-19;"13:43:00";"FLORTOT";60811280;262;0;0;0
0;0;23;"Teychan bis";2022;10;2022-10-03;"12:08:00";"FLORTOT";60812280;276;0;0;0
0;0;23;"Teychan bis";2022;10;2022-10-17;"11:08:00";"FLORTOT";60813222;290;0;0;0
0;0;23;"Teychan bis";2022;11;2022-11-02;"12:24:00";"FLORTOT";60814198;306;0;0;0
600;0;23;"Teychan bis";2022;12;2022-12-01;"12:34:00";"FLORTOT";60815701;335;600;2,77887447200274;6
800;0;23;"Teychan bis";2022;12;2022-12-19;"14:31:00";"FLORTOT";60816614;353;800;2,90363251608424;8
0;0;31;"Bouzigues (a)";2010;3;2010-03-16;"10:30:00";"FLORTOT";60086264;75;0;0;0
0;0;31;"Bouzigues (a)";2010;3;2010-03-29;"10:50:00";"FLORTOT";60086801;88;0;0;0
0;0;31;"Bouzigues (a)";2010;4;2010-04-12;"09:15:00";"FLORTOT";60089301;102;0;0;0
0;0;31;"Bouzigues (a)";2010;4;2010-04-26;"11:25:00";"FLORTOT";60089886;116;0;0;0
0;0;31;"Bouzigues (a)";2010;5;2010-05-10;"10:15:00";"FLORTOT";60092862;130;0;0;0
0;0;31;"Bouzigues (a)";2010;5;2010-05-25;"10:15:00";"FLORTOT";60099411;145;0;0;0
0;0;31;"Bouzigues (a)";2010;6;2010-06-07;"11:00:00";"FLORTOT";60101485;158;0;0;0
0;0;31;"Bouzigues (a)";2010;6;2010-06-23;"09:45:00";"FLORTOT";60102295;174;0;0;0
0;0;31;"Bouzigues (a)";2010;7;2010-07-05;"10:15:00";"FLORTOT";60140121;186;0;0;0
0;0;31;"Bouzigues (a)";2010;7;2010-07-19;"10:10:00";"FLORTOT";60140648;200;0;0;0
0;0;31;"Bouzigues (a)";2010;8;2010-08-02;"10:30:00";"FLORTOT";60141713;214;0;0;0
0;0;31;"Bouzigues (a)";2010;8;2010-08-17;"10:30:00";"FLORTOT";60145903;229;0;0;0
0;0;31;"Bouzigues (a)";2010;8;2010-08-30;"10:00:00";"FLORTOT";60146295;242;0;0;0
0;0;31;"Bouzigues (a)";2010;9;2010-09-13;"10:15:00";"FLORTOT";60148600;256;0;0;0
0;0;31;"Bouzigues (a)";2010;9;2010-09-27;"12:25:00";"FLORTOT";60148681;270;0;0;0
0;0;31;"Bouzigues (a)";2010;10;2010-10-12;"09:20:00";"FLORTOT";60150042;285;0;0;0
0;0;31;"Bouzigues (a)";2010;10;2010-10-28;"11:10:00";"FLORTOT";60151601;301;0;0;0
0;0;31;"Bouzigues (a)";2010;11;2010-11-08;"09:45:00";"FLORTOT";60151629;312;0;0;0
0;0;31;"Bouzigues (a)";2010;11;2010-11-22;"10:30:00";"FLORTOT";60151674;326;0;0;0
0;0;31;"Bouzigues (a)";2010;12;2010-12-06;"10:25:00";"FLORTOT";60151695;340;0;0;0
0;0;31;"Bouzigues (a)";2010;12;2010-12-20;"11:00:00";"FLORTOT";60151493;354;0;0;0
0;0;31;"Bouzigues (a)";2011;1;2011-01-03;"09:50:00";"FLORTOT";60152673;3;0;0;0
0;0;31;"Bouzigues (a)";2011;1;2011-01-17;"08:55:00";"FLORTOT";60152847;17;0;0;0
0;0;31;"Bouzigues (a)";2011;1;2011-01-31;"10:45:00";"FLORTOT";60183465;31;0;0;0
0;0;31;"Bouzigues (a)";2011;2;2011-02-21;"10:00:00";"FLORTOT";60184775;52;0;0;0
0;0;31;"Bouzigues (a)";2011;2;2011-02-28;"10:00:00";"FLORTOT";60187928;59;0;0;0
0;0;31;"Bouzigues (a)";2011;3;2011-03-14;"09:30:00";"FLORTOT";60188146;73;0;0;0
0;0;31;"Bouzigues (a)";2011;3;2011-03-28;"10:20:00";"FLORTOT";60188201;87;0;0;0
0;0;31;"Bouzigues (a)";2011;4;2011-04-11;"11:00:00";"FLORTOT";60188924;101;0;0;0
0;0;31;"Bouzigues (a)";2011;4;2011-04-27;"10:20:00";"FLORTOT";60191591;117;0;0;0
0;0;31;"Bouzigues (a)";2011;5;2011-05-09;"10:30:00";"FLORTOT";60222860;129;0;0;0
0;0;31;"Bouzigues (a)";2011;5;2011-05-23;"11:15:00";"FLORTOT";60222898;143;0;0;0
0;0;31;"Bouzigues (a)";2011;6;2011-06-06;"09:35:00";"FLORTOT";60223729;157;0;0;0
0;0;31;"Bouzigues (a)";2011;6;2011-06-20;"10:00:00";"FLORTOT";60224700;171;0;0;0
0;0;31;"Bouzigues (a)";2011;7;2011-07-04;"10:30:00";"FLORTOT";60224087;185;0;0;0
0;0;31;"Bouzigues (a)";2011;7;2011-07-18;"10:20:00";"FLORTOT";60225085;199;0;0;0
0;0;31;"Bouzigues (a)";2011;8;2011-08-01;"10:55:00";"FLORTOT";60225869;213;0;0;0
0;0;31;"Bouzigues (a)";2011;8;2011-08-16;"10:45:00";"FLORTOT";60226094;228;0;0;0
0;0;31;"Bouzigues (a)";2011;8;2011-08-29;"10:45:00";"FLORTOT";60227171;241;0;0;0
0;0;31;"Bouzigues (a)";2011;9;2011-09-12;"11:15:00";"FLORTOT";60227210;255;0;0;0
0;0;31;"Bouzigues (a)";2011;9;2011-09-27;"11:20:00";"FLORTOT";60229203;270;0;0;0
0;0;31;"Bouzigues (a)";2011;10;2011-10-11;"09:50:00";"FLORTOT";60229252;284;0;0;0
0;0;31;"Bouzigues (a)";2011;10;2011-10-25;"10:30:00";"FLORTOT";60230605;298;0;0;0
0;0;31;"Bouzigues (a)";2011;11;2011-11-07;"10:05:00";"FLORTOT";60230626;311;0;0;0
0;0;31;"Bouzigues (a)";2011;11;2011-11-21;"10:35:00";"FLORTOT";60230665;325;0;0;0
0;0;31;"Bouzigues (a)";2011;12;2011-12-05;"10:55:00";"FLORTOT";60230896;339;0;0;0
0;0;31;"Bouzigues (a)";2011;12;2011-12-19;"10:20:00";"FLORTOT";60232018;353;0;0;0
0;0;31;"Bouzigues (a)";2012;1;2012-01-03;"10:20:00";"FLORTOT";60236117;3;0;0;0
0;0;31;"Bouzigues (a)";2012;1;2012-01-16;"10:15:00";"FLORTOT";60236163;16;0;0;0
0;0;31;"Bouzigues (a)";2012;1;2012-01-30;"10:10:00";"FLORTOT";60236271;30;0;0;0
0;0;31;"Bouzigues (a)";2012;2;2012-02-20;"10:30:00";"FLORTOT";60237026;51;0;0;0
0;0;31;"Bouzigues (a)";2012;2;2012-02-27;"10:10:00";"FLORTOT";60237044;58;0;0;0
0;0;31;"Bouzigues (a)";2012;3;2012-03-12;"10:30:00";"FLORTOT";60237700;72;0;0;0
0;0;31;"Bouzigues (a)";2012;3;2012-03-26;"10:20:00";"FLORTOT";60237964;86;0;0;0
0;0;31;"Bouzigues (a)";2012;4;2012-04-10;"10:20:00";"FLORTOT";60243532;101;0;0;0
0;0;31;"Bouzigues (a)";2012;4;2012-04-23;"11:00:00";"FLORTOT";60254909;114;0;0;0
0;0;31;"Bouzigues (a)";2012;5;2012-05-07;"10:05:00";"FLORTOT";60255588;128;0;0;0
0;0;31;"Bouzigues (a)";2012;5;2012-05-21;"09:50:00";"FLORTOT";60257014;142;0;0;0
0;0;31;"Bouzigues (a)";2012;6;2012-06-05;"11:30:00";"FLORTOT";60262788;157;0;0;0
0;0;31;"Bouzigues (a)";2012;6;2012-06-18;"10:50:00";"FLORTOT";60263148;170;0;0;0
0;0;31;"Bouzigues (a)";2012;6;2012-06-25;"09:45:00";"FLORTOT";60263390;177;0;0;0
0;0;31;"Bouzigues (a)";2012;7;2012-07-02;"10:30:00";"FLORTOT";60263831;184;0;0;0
0;0;31;"Bouzigues (a)";2012;7;2012-07-09;"09:40:00";"FLORTOT";60261153;191;0;0;0
0;0;31;"Bouzigues (a)";2012;7;2012-07-16;"10:40:00";"FLORTOT";60265717;198;0;0;0
0;0;31;"Bouzigues (a)";2012;7;2012-07-23;"09:40:00";"FLORTOT";60266460;205;0;0;0
0;0;31;"Bouzigues (a)";2012;7;2012-07-30;"10:45:00";"FLORTOT";60266488;212;0;0;0
0;0;31;"Bouzigues (a)";2012;8;2012-08-07;"09:30:00";"FLORTOT";60268649;220;0;0;0
0;0;31;"Bouzigues (a)";2012;8;2012-08-13;"10:45:00";"FLORTOT";60275348;226;0;0;0
0;0;31;"Bouzigues (a)";2012;9;2012-09-03;"10:30:00";"FLORTOT";60284483;247;0;0;0
0;0;31;"Bouzigues (a)";2012;9;2012-09-10;"10:20:00";"FLORTOT";60284631;254;0;0;0
0;0;31;"Bouzigues (a)";2012;9;2012-09-17;"11:25:00";"FLORTOT";60287036;261;0;0;0
0;0;31;"Bouzigues (a)";2012;9;2012-09-24;"10:30:00";"FLORTOT";60287144;268;0;0;0
0;0;31;"Bouzigues (a)";2012;10;2012-10-08;"10:10:00";"FLORTOT";60291868;282;0;0;0
0;0;31;"Bouzigues (a)";2012;10;2012-10-22;"10:30:00";"FLORTOT";60300468;296;0;0;0
0;0;31;"Bouzigues (a)";2012;11;2012-11-05;"10:30:00";"FLORTOT";60312048;310;0;0;0
0;0;31;"Bouzigues (a)";2012;11;2012-11-19;"11:00:00";"FLORTOT";60314148;324;0;0;0
0;0;31;"Bouzigues (a)";2012;12;2012-12-03;"10:10:00";"FLORTOT";60320733;338;0;0;0
0;0;31;"Bouzigues (a)";2012;12;2012-12-17;"12:05:00";"FLORTOT";60329298;352;0;0;0
0;0;31;"Bouzigues (a)";2013;1;2013-01-07;"10:20:00";"FLORTOT";60332648;7;0;0;0
0;0;31;"Bouzigues (a)";2013;1;2013-01-21;"10:40:00";"FLORTOT";60336811;21;0;0;0
0;0;31;"Bouzigues (a)";2013;2;2013-02-04;"11:00:00";"FLORTOT";60339208;35;0;0;0
0;0;31;"Bouzigues (a)";2013;2;2013-02-18;"10:40:00";"FLORTOT";60342410;49;0;0;0
0;0;31;"Bouzigues (a)";2013;3;2013-03-04;"11:00:00";"FLORTOT";60348198;63;0;0;0
0;0;31;"Bouzigues (a)";2013;3;2013-03-18;"10:20:00";"FLORTOT";60350393;77;0;0;0
0;0;31;"Bouzigues (a)";2013;4;2013-04-02;"10:20:00";"FLORTOT";60351315;92;0;0;0
0;0;31;"Bouzigues (a)";2013;4;2013-04-15;"09:55:00";"FLORTOT";60351393;105;0;0;0
0;0;31;"Bouzigues (a)";2013;4;2013-04-29;"10:45:00";"FLORTOT";60357997;119;0;0;0
0;0;31;"Bouzigues (a)";2013;5;2013-05-13;"10:20:00";"FLORTOT";60363689;133;0;0;0
0;0;31;"Bouzigues (a)";2013;5;2013-05-27;"10:20:00";"FLORTOT";60372908;147;0;0;0
0;0;31;"Bouzigues (a)";2013;6;2013-06-10;"10:00:00";"FLORTOT";60375124;161;0;0;0
0;0;31;"Bouzigues (a)";2013;6;2013-06-17;"11:20:00";"FLORTOT";60377568;168;0;0;0
0;0;31;"Bouzigues (a)";2013;6;2013-06-26;"09:00:00";"FLORTOT";60381210;177;0;0;0
0;0;31;"Bouzigues (a)";2013;7;2013-07-01;"11:00:00";"FLORTOT";60381348;182;0;0;0
0;0;31;"Bouzigues (a)";2013;7;2013-07-08;"10:15:00";"FLORTOT";60383268;189;0;0;0
0;0;31;"Bouzigues (a)";2013;7;2013-07-15;"08:40:00";"FLORTOT";60394888;196;0;0;0
0;0;31;"Bouzigues (a)";2013;7;2013-07-22;"11:15:00";"FLORTOT";60396548;203;0;0;0
0;0;31;"Bouzigues (a)";2013;7;2013-07-29;"09:15:00";"FLORTOT";60396891;210;0;0;0
0;0;31;"Bouzigues (a)";2013;8;2013-08-05;"11:30:00";"FLORTOT";60409228;217;0;0;0
0;0;31;"Bouzigues (a)";2013;8;2013-08-12;"09:20:00";"FLORTOT";60400309;224;0;0;0
0;0;31;"Bouzigues (a)";2013;8;2013-08-19;"09:40:00";"FLORTOT";60398448;231;0;0;0
0;0;31;"Bouzigues (a)";2013;9;2013-09-02;"10:15:00";"FLORTOT";60409008;245;0;0;0
0;0;31;"Bouzigues (a)";2013;9;2013-09-09;"09:30:00";"FLORTOT";60416688;252;0;0;0
0;0;31;"Bouzigues (a)";2013;9;2013-09-16;"10:00:00";"FLORTOT";60416028;259;0;0;0
0;0;31;"Bouzigues (a)";2013;9;2013-09-30;"10:10:00";"FLORTOT";60428728;273;0;0;0
0;0;31;"Bouzigues (a)";2013;10;2013-10-14;"11:00:00";"FLORTOT";60426028;287;0;0;0
0;0;31;"Bouzigues (a)";2013;10;2013-10-28;"11:05:00";"FLORTOT";60436368;301;0;0;0
0;0;31;"Bouzigues (a)";2013;11;2013-11-12;"11:00:00";"FLORTOT";60438248;316;0;0;0
0;0;31;"Bouzigues (a)";2013;11;2013-11-26;"14:50:00";"FLORTOT";60442189;330;0;0;0
0;0;31;"Bouzigues (a)";2013;12;2013-12-09;"10:30:00";"FLORTOT";60443740;343;0;0;0
0;0;31;"Bouzigues (a)";2013;12;2013-12-23;"10:10:00";"FLORTOT";60454548;357;0;0;0
0;0;31;"Bouzigues (a)";2014;1;2014-01-06;"10:40:00";"FLORTOT";60454948;6;0;0;0
0;0;31;"Bouzigues (a)";2014;1;2014-01-20;"10:25:00";"FLORTOT";60459509;20;0;0;0
0;0;31;"Bouzigues (a)";2014;2;2014-02-03;"10:30:00";"FLORTOT";60469751;34;0;0;0
0;0;31;"Bouzigues (a)";2014;2;2014-02-17;"09:50:00";"FLORTOT";60470508;48;0;0;0
0;0;31;"Bouzigues (a)";2014;3;2014-03-03;"10:00:00";"FLORTOT";60472888;62;0;0;0
0;0;31;"Bouzigues (a)";2014;3;2014-03-17;"09:30:00";"FLORTOT";60473510;76;0;0;0
0;0;31;"Bouzigues (a)";2014;3;2014-03-31;"10:30:00";"FLORTOT";60475228;90;0;0;0
0;0;31;"Bouzigues (a)";2014;4;2014-04-14;"10:40:00";"FLORTOT";60475697;104;0;0;0
0;0;31;"Bouzigues (a)";2014;4;2014-04-28;"10:00:00";"FLORTOT";60475938;118;0;0;0
0;0;31;"Bouzigues (a)";2014;5;2014-05-12;"10:20:00";"FLORTOT";60476442;132;0;0;0
0;0;31;"Bouzigues (a)";2014;5;2014-05-26;"10:15:00";"FLORTOT";60476925;146;0;0;0
0;0;31;"Bouzigues (a)";2014;6;2014-06-10;"10:05:00";"FLORTOT";60477234;161;0;0;0
0;0;31;"Bouzigues (a)";2014;6;2014-06-16;"11:30:00";"FLORTOT";60477388;167;0;0;0
0;0;31;"Bouzigues (a)";2014;6;2014-06-23;"10:20:00";"FLORTOT";60477689;174;0;0;0
0;0;31;"Bouzigues (a)";2014;7;2014-07-01;"10:35:00";"FLORTOT";60478115;182;0;0;0
0;0;31;"Bouzigues (a)";2014;7;2014-07-07;"10:30:00";"FLORTOT";60484854;188;0;0;0
0;0;31;"Bouzigues (a)";2014;7;2014-07-15;"14:55:00";"FLORTOT";60485055;196;0;0;0
0;0;31;"Bouzigues (a)";2014;7;2014-07-21;"11:10:00";"FLORTOT";60485463;202;0;0;0
0;0;31;"Bouzigues (a)";2014;7;2014-07-28;"10:50:00";"FLORTOT";60485503;209;0;0;0
0;0;31;"Bouzigues (a)";2014;8;2014-08-04;"10:20:00";"FLORTOT";60485772;216;0;0;0
0;0;31;"Bouzigues (a)";2014;8;2014-08-18;"10:40:00";"FLORTOT";60486067;230;0;0;0
0;0;31;"Bouzigues (a)";2014;8;2014-08-25;"09:30:00";"FLORTOT";60486564;237;0;0;0
0;0;31;"Bouzigues (a)";2014;9;2014-09-02;"10:20:00";"FLORTOT";60486958;245;0;0;0
0;0;31;"Bouzigues (a)";2014;9;2014-09-08;"10:00:00";"FLORTOT";60486965;251;0;0;0
0;0;31;"Bouzigues (a)";2014;9;2014-09-15;"10:00:00";"FLORTOT";60487124;258;0;0;0
0;0;31;"Bouzigues (a)";2014;9;2014-09-22;"10:00:00";"FLORTOT";60487264;265;0;0;0
0;0;31;"Bouzigues (a)";2014;10;2014-10-01;"09:20:00";"FLORTOT";60491373;274;0;0;0
0;0;31;"Bouzigues (a)";2014;10;2014-10-13;"10:50:00";"FLORTOT";60492016;286;0;0;0
0;0;31;"Bouzigues (a)";2014;10;2014-10-27;"10:20:00";"FLORTOT";60492773;300;0;0;0
0;0;31;"Bouzigues (a)";2014;11;2014-11-10;"11:05:00";"FLORTOT";60493335;314;0;0;0
0;0;31;"Bouzigues (a)";2014;11;2014-11-24;"10:40:00";"FLORTOT";60493853;328;0;0;0
0;0;31;"Bouzigues (a)";2014;12;2014-12-08;"10:50:00";"FLORTOT";60494170;342;0;0;0
0;0;31;"Bouzigues (a)";2014;12;2014-12-22;"10:10:00";"FLORTOT";60496862;356;0;0;0
0;0;31;"Bouzigues (a)";2015;1;2015-01-05;"10:40:00";"FLORTOT";60497307;5;0;0;0
0;0;31;"Bouzigues (a)";2015;1;2015-01-19;"10:05:00";"FLORTOT";60511565;19;0;0;0
0;0;31;"Bouzigues (a)";2015;2;2015-02-02;"10:20:00";"FLORTOT";60512104;33;0;0;0
0;0;31;"Bouzigues (a)";2015;2;2015-02-16;"10:20:00";"FLORTOT";60512154;47;0;0;0
0;0;31;"Bouzigues (a)";2015;3;2015-03-02;"10:35:00";"FLORTOT";60515581;61;0;0;0
0;0;31;"Bouzigues (a)";2015;3;2015-03-16;"09:10:00";"FLORTOT";60515910;75;0;0;0
0;0;31;"Bouzigues (a)";2015;3;2015-03-30;"10:15:00";"FLORTOT";60520825;89;0;0;0
0;0;31;"Bouzigues (a)";2015;4;2015-04-13;"10:10:00";"FLORTOT";60521953;103;0;0;0
0;0;31;"Bouzigues (a)";2015;4;2015-04-27;"10:40:00";"FLORTOT";60522147;117;0;0;0
0;0;31;"Bouzigues (a)";2015;5;2015-05-11;"10:50:00";"FLORTOT";60522348;131;0;0;0
0;0;31;"Bouzigues (a)";2015;5;2015-05-27;"12:50:00";"FLORTOT";60523235;147;0;0;0
0;0;31;"Bouzigues (a)";2015;6;2015-06-08;"11:30:00";"FLORTOT";60523216;159;0;0;0
0;0;31;"Bouzigues (a)";2015;6;2015-06-22;"10:30:00";"FLORTOT";60524042;173;0;0;0
0;0;31;"Bouzigues (a)";2015;7;2015-07-06;"10:05:00";"FLORTOT";60524741;187;0;0;0
0;0;31;"Bouzigues (a)";2015;7;2015-07-20;"10:20:00";"FLORTOT";60524854;201;0;0;0
0;0;31;"Bouzigues (a)";2015;8;2015-08-03;"09:30:00";"FLORTOT";60525080;215;0;0;0
0;0;31;"Bouzigues (a)";2015;8;2015-08-17;"10:40:00";"FLORTOT";60525914;229;0;0;0
0;0;31;"Bouzigues (a)";2015;8;2015-08-31;"09:55:00";"FLORTOT";60535707;243;0;0;0
0;0;31;"Bouzigues (a)";2015;9;2015-09-14;"09:30:00";"FLORTOT";60535831;257;0;0;0
0;0;31;"Bouzigues (a)";2015;9;2015-09-28;"09:40:00";"FLORTOT";60535908;271;0;0;0
0;0;31;"Bouzigues (a)";2015;10;2015-10-12;"10:40:00";"FLORTOT";60536099;285;0;0;0
0;0;31;"Bouzigues (a)";2015;10;2015-10-26;"09:40:00";"FLORTOT";60536226;299;0;0;0
0;0;31;"Bouzigues (a)";2015;11;2015-11-09;"10:30:00";"FLORTOT";60536266;313;0;0;0
0;0;31;"Bouzigues (a)";2015;11;2015-11-23;"11:40:00";"FLORTOT";60539217;327;0;0;0
0;0;31;"Bouzigues (a)";2015;12;2015-12-07;"10:30:00";"FLORTOT";60539238;341;0;0;0
0;0;31;"Bouzigues (a)";2015;12;2015-12-21;"10:10:00";"FLORTOT";60538430;355;0;0;0
0;0;31;"Bouzigues (a)";2016;1;2016-01-04;"10:25:00";"FLORTOT";60539583;4;0;0;0
0;0;31;"Bouzigues (a)";2016;1;2016-01-18;"10:40:00";"FLORTOT";60539623;18;0;0;0
0;0;31;"Bouzigues (a)";2016;2;2016-02-01;"10:15:00";"FLORTOT";60539669;32;0;0;0
0;0;31;"Bouzigues (a)";2016;2;2016-02-15;"10:00:00";"FLORTOT";60540974;46;0;0;0
0;0;31;"Bouzigues (a)";2016;3;2016-03-07;"10:25:00";"FLORTOT";60553840;67;0;0;0
0;0;31;"Bouzigues (a)";2016;3;2016-03-14;"10:20:00";"FLORTOT";60553844;74;0;0;0
0;0;31;"Bouzigues (a)";2016;3;2016-03-29;"10:35:00";"FLORTOT";60554555;89;0;0;0
0;0;31;"Bouzigues (a)";2016;4;2016-04-11;"09:40:00";"FLORTOT";60554621;102;0;0;0
0;0;31;"Bouzigues (a)";2016;4;2016-04-25;"11:10:00";"FLORTOT";60556416;116;0;0;0
0;0;31;"Bouzigues (a)";2016;5;2016-05-09;"09:45:00";"FLORTOT";60556548;130;0;0;0
0;0;31;"Bouzigues (a)";2016;5;2016-05-24;"09:47:00";"FLORTOT";60556880;145;0;0;0
0;0;31;"Bouzigues (a)";2016;6;2016-06-06;"10:05:00";"FLORTOT";60559604;158;0;0;0
0;0;31;"Bouzigues (a)";2016;6;2016-06-20;"15:35:00";"FLORTOT";60559968;172;0;0;0
0;0;31;"Bouzigues (a)";2016;7;2016-07-04;"09:30:00";"FLORTOT";60560412;186;0;0;0
0;0;31;"Bouzigues (a)";2016;7;2016-07-11;"10:40:00";"FLORTOT";60560512;193;0;0;0
0;0;31;"Bouzigues (a)";2016;7;2016-07-18;"12:30:00";"FLORTOT";60561146;200;0;0;0
0;0;31;"Bouzigues (a)";2016;8;2016-08-01;"10:35:00";"FLORTOT";60561885;214;0;0;0
0;0;31;"Bouzigues (a)";2016;8;2016-08-08;"10:25:00";"FLORTOT";60562590;221;0;0;0
0;0;31;"Bouzigues (a)";2016;8;2016-08-16;"11:00:00";"FLORTOT";60562604;229;0;0;0
0;0;31;"Bouzigues (a)";2016;8;2016-08-29;"10:00:00";"FLORTOT";60563884;242;0;0;0
0;0;31;"Bouzigues (a)";2016;9;2016-09-12;"09:50:00";"FLORTOT";60563917;256;0;0;0
